,percentage_population_in_detached_houses,population,population_per_km2,percentage_detached_houses,percentage_flats_3to4_rooms,taxable_income_in_mio_CHF,taxable_income_per_taxable_person_in_chf,share_electric_cars,share_pv,share_renewable_heating,Heating data coverage,mean_electricity_tarif_2021_rp_per_kwh,% Ja,% participation,vote_accepted,temp_mean,pv_out_mea,NUMPOINTS,permanent_resident_population_%,swiss_citizen_%,foreign_citizen_%,age_0to14_%,age_15to19_%,age_20to39_%,age_40to59_%,age_60to64_%,age_65tomore_%,men_%
10,39.96350365,4376,258.3234947,61.85383244,57.86308973,118.5607,65000.38377000001,0.0073700000000000015,0.03801,0.2969,0.9791,21.60741379,48.49,62.28,0,9.97946426130476,3.36344939612207,13,0.9627513711151737,0.879798903107861,0.08295246800731261,0.14396709323583182,0.05530164533820841,0.21663619744058502,0.30895795246800734,0.06238574040219379,0.17550274223034734,0.48148994515539306
11,54.00432900000001,915,70.00765111,74.3718593,65.04504505,18.4322,53738.19242000001,0.00316,0.00695,0.4131,0.9764,19.42133333,39.09,59.39,0,5.01337867755603,3.41942630062838,30,0.9289617486338798,0.8,0.12896174863387977,0.146448087431694,0.040437158469945354,0.2797814207650273,0.25792349726775954,0.04262295081967213,0.16174863387978142,0.45027322404371584
12,33.05389222,835,41.87562688,52.81385281,53.14685315,29.1343,86451.92878,0.02347,0.05982000000000001,0.5909,0.9799,22.14933333,46.64,59.74,0,6.191346191896651,3.36667628471668,21,0.8538922155688623,0.7832335329341318,0.07065868263473053,0.118562874251497,0.04311377245508982,0.23832335329341317,0.2562874251497006,0.06227544910179641,0.13532934131736526,0.4227544910179641
13,54.86322188,661,6.272537483,81.14886731,52.84015852,5.3125,43545.08197,0.006540000000000001,0.007859999999999999,0.3984,0.9918,22.36533333,44.5,48.65,0,6.521796188880169,3.443723512826609,53,0.37065052950075644,0.3464447806354009,0.024205748865355523,0.012102874432677761,0.015128593040847202,0.057488653555219364,0.1043872919818457,0.04084720121028744,0.14069591527987896,0.19213313161875945
14,39.38730853,455,129.6296296,63.79310345,52.19298246,8.456,64060.60606000001,0.00932,0.03382,0.5,0.976,18.64266667,44.41,61.89,0,10.679586538664699,3.43281395429173,11,0.8879120879120879,0.7758241758241758,0.11208791208791209,0.2021978021978022,0.041758241758241756,0.2549450549450549,0.23296703296703297,0.046153846153846156,0.10989010989010989,0.45274725274725275
15,37.07317073,3646,1139.375,70.19867550000001,54.9042368,117.217,73490.28212999999,0.00852,0.04643,0.13,0.9909,17.276,44.03,59.02,0,9.869348650234409,3.2036475066481,20,0.9344487109160724,0.7295666483817883,0.20488206253428415,0.1269884805266045,0.0523861766319254,0.25370268787712563,0.27838727372462974,0.06006582556226001,0.16291826659352715,0.4725726823916621
16,31.03798497,4924,264.16309010000003,51.77033493,46.37421665,122.0514,61117.37606,0.01082,0.06741,0.3904,0.961,15.19733333,42.88,59.59,0,8.472943759325782,3.2387878776112697,37,0.9723801787164906,0.7804630381803412,0.19191714053614947,0.1685621445978879,0.06011372867587327,0.2818846466287571,0.2837124289195776,0.046913078797725424,0.13119415109666938,0.5042648253452477
17,27.8125,315,58.11808118,38.07106599,52.89079229,6.3556,34169.89247,0.016130000000000002,0.05636,0.2098,0.9765,16.99666667,39.09,59.39,0,-1.64008017132182,3.70127755391574,7,0.9079365079365079,0.8031746031746032,0.10476190476190476,0.13968253968253969,0.01904761904761905,0.2126984126984127,0.25396825396825395,0.08253968253968254,0.2,0.4666666666666667
18,39.45945946,560,168.16816819999997,53.90070922,52.30125523,13.1915,59961.36364,0.0027,0.06932999999999999,0.3732,0.9863,19.07916667,48.49,62.28,0,9.97946426130476,3.36344939612207,13,0.9410714285714286,0.8946428571428572,0.04642857142857143,0.15714285714285714,0.06428571428571428,0.21071428571428572,0.2767857142857143,0.06964285714285715,0.1625,0.4625
19,51.60761569,7814,110.0873485,74.56140351,66.87022901,223.0997,66537.3397,0.01012,0.02638,0.3428,0.992,16.27,39.09,59.39,0,3.93896715647318,3.85652582410356,16,0.9445866393652419,0.8198105963654978,0.12477604299974406,0.1426926030202201,0.051958024059380596,0.22805221397491682,0.27693882774507295,0.05669311492193499,0.1882518556437164,0.464934732531354
20,27.35911602,8995,1024.487472,55.57974959,51.10207575,316.7002,80976.78343,0.0075,0.04488,0.1348,0.9474,19.87222222,52.61,53.82,1,9.47343176317391,3.29548339914132,15,1.0082267926625903,0.8068927181767649,0.20133407448582546,0.16086714841578656,0.0565869927737632,0.23846581434130074,0.28949416342412454,0.05858810450250139,0.20422456920511395,0.49082823790994995
21,52.63157895,1341,92.73858921,58.69120654,29.98405104,38.0008,66668.07018,0.00677,0.20138,0.5571,0.9212,18.51866667,40.54,61.39,0,10.265128257947099,3.24587179208413,10,0.9865771812080537,0.8859060402684564,0.10067114093959731,0.1424310216256525,0.055182699478001494,0.24981357196122297,0.32587621178225207,0.0633855331841909,0.14988814317673377,0.5145413870246085
